Japanese;English;French;German;
"運命に身をゆだねるしかない";"You must abandon yourself to fate.";"Laisse-toi porter par ton destin.";"Ich seeehe... Ich seeehe...
Du wirst dich deinem
Schicksal ergeben.";
"ハイラル城が見える
城門を守る者が立っておるぞ
そやつを訪ねてみるのじゃ";"I can see a man guarding the gate in
front of Hyrule Castle...

You would do well to pay him a visit.";"Je vois un homme qui garde la
grille du château d'Hyrule...

Tu devrais aller lui parler.";"Ich seeehe... Ich seeehe...
Ein Mann bewacht das Schloss.
Du sprichst mit ihm.";
"ハイラル城が見える
城門を守る者が立っておるぞ
そやつを訪ねてみるのじゃ";"I can see a man guarding the gate in
front of Hyrule Castle...

You would do well to pay him a visit.";"Je vois un homme qui garde la
grille du château d'Hyrule...

Tu devrais aller lui parler.";"Ich seeehe... Ich seeehe...
Ein Mann bewacht das Schloss.
Du sprichst mit ihm.";
"ハイラル城の北にある
教会が見えたぞ
教会の門を
くぐってみてはどうじゃろうか？";"I can see the Sanctuary, to
the north of Hyrule Castle...

Why not try getting inside?";"Je vois le sanctuaire au nord du
château d'Hyrule.

Tu devrais aller y jeter un œil.";"Ich seeehe... Ich seeehe...
Die Kirche nördlich von Schloss
Hyrule. Du klopfst an ihre Pforten.";
"ハイラル城の北にある
教会が見えたぞ
教会の門を
くぐってみてはどうじゃろうか？";"I can see the Sanctuary, to
the north of Hyrule Castle. 

Why not try to get inside?";"Je vois le sanctuaire au nord du
château d'Hyrule.

Tu devrais aller y jeter un œil.";"Ich seeehe... Ich seeehe...
Die Kirche nördlich von Schloss
Hyrule. Du klopfst an ihre Pforten.";
"墓場の下に
暗い通路が見えるぞ
墓をでつかんで押してみてはどうじゃ？";"I can see a dark corridor under the
Graveyard.

How about using  to push a
gravestone to get down there?";"Je vois un passage plongé dans
les ténèbres, sous le cimetière.

Saisis une pierre tombale avec  et
pousse-la.";"Ich seeehe... Die Katakomben unter
dem Friedhof. Du greifst einen
Grabstein mit  und verschiebst ihn.";
"墓場の地下の
暗い部屋が映ったぞ
暗くとも前へと進んでみてはどうじゃろうか？";"I can see a dark corridor under the
Graveyard.

I know it's dark down there, but how
about just trying to forge ahead?";"Je vois une pièce sombre sous le
cimetière.

Il y fait bien noir, mais je te conseille
d'avancer dans les ténèbres.";"Ich seeehe... Ich seeehe...
Düstere Gänge unter dem Friedhof.
Du trotzt der Dunkelheit.";
"火を持ち、暗き部屋を灯すのじゃ
その先に光が見えるぞ";"Grab a source of flame and bring
light to a dark place under the
Graveyard.
I can see more light past that point.";"Empare-toi du feu et illumine la pièce.
Je vois de la lumière au bout du
chemin.";"Ich seeehe... Ich seeehe...
Du entzündest ein Feuer.
Licht! Ich sehe Licht!";
"ハイラル城の中庭……
扉を守る兵士が見えるぞ
そやつを訪ねてみるのはどうじゃ？";"I see a courtyard at Hyrule Castle...
Ah, and a soldier guarding the
passage that leads inside.
I suggest that you speak with him.";"La cour du château d'Hyrule... Je vois
un garde protégeant une porte...

Va lui parler.";"Ich seeehe... Ich seeehe...
Ein Wachposten vor dem Tor von
Schloss Hyrule. Du redest mit ihm.";
"ハイラル城の
開かれた扉が見えたぞ
その扉から城内に入ってみてはどうじゃ？";"I see great doors open to the
interior of Hyrule Castle...

But I see also that you haven't gone
far inside. Have you at all? Either way,
I'd suggest you do that.";"Je vois une porte ouverte au château
d'Hyrule.

Passe par cette porte pour entrer dans
le château.";"Ich seeehe... Ich seeehe...
Das Tor von Schloss Hyrule öffnet
sich. Du gehst hinein.";
"この占いの館からすぐ南にある
カカリコ村が水晶に映ったぞ
高台の上にある屋敷を訪ねてみてはどうじゃ？";"Ah! I see Kakariko Village, just south
of my house! You should visit the
house on the hill above the village.";"Je vois le village Cocorico, juste au
sud d'ici.

Entre dans la maison qui se trouve sur
les hauteurs du village.";"Ich seeehe... Ich seeehe... Südlich
von hier... Kakariko! Du betrittst das
große Haus auf dem Hügel.";
"この占いの館からすぐ南にある
カカリコ村が水晶に映ったぞ
高台の上にある屋敷を訪れてみてはどうじゃ？";"Ah! I see Kakariko Village, just south
of my house! You should visit the
house on the hill above the village.";"Je vois le village Cocorico, juste au
sud d'ici.

Entre dans la maison qui se trouve sur
les hauteurs du village.";"Ich seeehe... Ich seeehe... Südlich
von hier... Kakariko! Du betrittst das
große Haus auf dem Hügel.";
"ハイラル城の東の
遺跡群が見えたぞ
向かってみてはどうじゃろうか？";"I saw ruins east of Hyrule Castle.
Why don't you try heading there?";"Je vois des ruines à l'est du château
d'Hyrule.

Tu devrais t'y rendre.";"Ich seeehe... Ich seeehe...
Ruinen östlich von Schloss Hyrule.
Unerschrocken erkundest du sie.";
"何じゃこれは……？
この水晶に絵が映ったぞ……
じゃ……この絵を覚えていけば
役に立つのではないじゃろうか？";"What's this? The crystal ball has
shown me a symbol. Ah, it's .

Remember it, for that symbol will be
useful to you.";"Qu'est-ce donc que cela ?
Je vois un symbole dans ma boule
de cristal...
Un ... Garde-le bien en tête, il te
sera utile.";"Ich seeehe... Ich seeehe...
Die Kristallkugel zeigt ein Bild: 
Was mag das bedeuten?";
"何じゃこれは……？
この水晶に絵が映ったぞ……
じゃ……この絵を覚えていけば
役に立つのではないじゃろうか？";"What's this? The crystal ball has
shown me a symbol. Ah, it's .

Remember it, for that symbol will be
useful to you.";"Qu'est-ce donc que cela ?
Je vois un symbole dans ma boule
de cristal...
Un ... Garde-le bien en tête, il te
sera utile.";"Ich seeehe... Ich seeehe...
Die Kristallkugel zeigt ein Bild: 
Was mag das bedeuten?";
"弓矢で開いた扉から北東……
高台の上に神殿が建っておるのが見えるぞ
向かってみてはどうじゃ？";"I see a palace slightly northeast of a
passage opened using a bow.

I'd suggest you go through that
passage to the palace.";"Je vois un palais sur des hauteurs, au
nord-est. Je te vois franchir une porte
ouverte au moyen d'un arc.";"Ich seeehe... Der Bogen öffnet den
Weg. Auf dem Hügel nordöstlich
davon steht ein Palast.";
"弓矢で開いた扉から北東……
高台の上に神殿が建っておるのが見えるぞ
向かってみてはどうじゃ？";"I see a palace slightly northeast of a
passage that you opened by using a
bow.
I'd suggest you continue through
that passage to the palace.";"Je vois un palais sur des hauteurs, au
nord-est. Je te vois franchir la porte
que tu as ouverte avec l'arc.";"Ich seeehe... Der Bogen öffnet den
Weg. Auf dem Hügel nordöstlich
davon steht ein Palast.";
"東の神殿で迷う
オヌシの姿が見えるぞ
困った時はオヌシに渡した
ヒントメガネを使うのじゃ";"I see...that you were lost in the
Eastern Palace!

I can see no further, but I'd suggest
using the Hint Glasses I gave you
to make your way through it.";"Je te vois, perdu dans les couloirs
du palais de l'est.

Si tu ne sais plus quoi faire, porte les
lunettes occultes que je t'ai données.";"Ich seeehe... Ich seeehe...
Du stehst ratlos im Ost-Palast.
Du blickst durch die Hinweisbrille!";
"東の神殿で迷う
オヌシの姿が見えるぞ
困った時はオヌシに渡した
ヒントメガネを使うのじゃ";"I see...that you were lost in the
Eastern Palace!

I can see no further, but I'd suggest
using the Hint Glasses I gave you
to make your way through it.";"Je te vois, perdu dans les couloirs
du palais de l'est.

Si tu ne sais plus quoi faire, porte les
lunettes occultes que je t'ai données.";"Ich seeehe... Ich seeehe...
Du stehst ratlos im Ost-Palast.
Du blickst durch die Hinweisbrille!";
"水辺に住む種族……
ゾーラの姿が見えたぞ
ハイラル城から北東にある
魔法おばばの家から、さらに奥へ進むのじゃ
オヌシだけが持つ力が役に立つかもしれんぞ";"I see those who live surrounded by
water... Ah, the Zoras, of course.

To reach them, you must first pass
by the Witch's House far to the
northeast of Hyrule Castle.
And I see also...that your unique
ability will be essential for going the
final distance to reach them.";"Je vois les zoras, le peuple de l'eau...


Dirige-toi vers la boutique de Mamie
Magie, qui se trouve au nord-est du
château d'Hyrule.
Un pouvoir que toi seul possèdes te
sera certainement utile.";"Ich seeehe... Ich seeehe...
Das Wasservolk, die Zoras...
Nordöstlich von Schloss Hyrule.
Du gehst am Magieshop vorbei und
verwendest eine Fähigkeit, die nur
du hast.";
"魔法おばばの家の奥に
滝に隠された洞窟が見えるぞ
その洞窟にゾーラがいるようじゃ
訪ねてみてはどうじゃろうか？";"I see a waterfall far north of the
Witch's House...

Ah, and I see a cave hidden behind
that waterfall...and there live the
Zoras. Pay them a visit.";"Je vois une grotte, dissimulée par
une cascade, loin derrière la boutique
de Mamie Magie.
Tu y trouveras les zoras. Va les voir.";"Ich seeehe... Ich seeehe... Weit hinter
dem Magieshop... Eine Höhle hinter
einem Wasserfall. Die Zoras...";
"魔法おばばの家の奥に
滝に隠された洞窟が見えるぞ
その洞窟にゾーラがいるようじゃ
訪ねてみてはどうじゃろうか？";"I see a waterfall far north of the
Witch's House...

Ah, and I see a cave hidden behind
that waterfall...and there live the
Zoras. Pay them a visit.";"Je vois une grotte, dissimulée par
une cascade, loin derrière la boutique
de Mamie Magie.
Tu y trouveras les zoras. Va les voir.";"Ich seeehe... Ich seeehe... Weit hinter
dem Magieshop... Eine Höhle hinter
einem Wasserfall. Die Zoras...";
"カカリコ村の露天商が
変わった石を売っているのが見えたぞ
見に行ってみたらどうじゃ？";"I see a merchant in Kakariko Village...
Ah, the one who sells his wares out in
the square!
He has... Hmm, what do I see...?
Oh, a strange stone! I'd say you
should go speak with him about that.";"Je vois une étrange pierre sur l'étalage
du vendeur de rue du village Cocorico.

Tu devrais aller lui parler.";"Ich seeehe... Ich seeehe...
Der Straßenhändler in Kakariko...
Er verkauft einen seltsamen Stein.";
"露店商が売っている変わった石
それを必要としている者が見えたぞ！
これは水辺の種族の女王……
ゾーラのいる洞窟に行ってみてはどうじゃ？";"I see someone in dire need of the
stone the village merchant was
selling...
Oh, I see who it is! The queen of the
Zoras! I suggest you go see her.";"Je vois que quelqu'un a besoin de
l'étrange pierre du vendeur de rue...
La reine du peuple de l'eau, je crois...
Tu devrais te rendre dans la grotte
des zoras.";"Ich seeehe... Ich seeehe...
Der Stein, den der Straßenhändler
verkauft.
Die Königin des Wasservolkes
benötigt ihn! Du besuchst die
Höhle der Zoras.";
"露店商が売っている変わった石
それを必要としている者が見えたぞ！
これは水辺の種族の女王…
ゾーラのいる洞窟に行ってみてはどうじゃ？";"I see someone in dire need of the
stone the village merchant was
selling...
Oh, I see who it is! The queen of the
Zoras! I suggest you go see her.";"Je vois que quelqu'un a besoin de
l'étrange pierre du vendeur de rue...
La reine du peuple de l'eau, je crois...
Tu devrais te rendre dans la grotte
des zoras.";"Ich seeehe... Ich seeehe...
Der Stein, den der Straßenhändler
verkauft.
Die Königin des Wasservolkes
benötigt ihn! Du besuchst die
Höhle der Zoras.";
"南東の湖に孤島が見えるぞ……
そこに風車の回る館が建っているようじゃな
泳いで向かってみてはどうじゃ？";"I see an island on the lake in the
southeast...and on it, a house
with a windmill.
I'd suggest that you attempt
swimming to that house.";"Je vois une île isolée au milieu du lac
au sud-est... et une demeure ornée de
moulins.
Rends-toi là-bas à la nage.";"Ich seeehe... Ich seeehe... Eine kleine
Insel im südöstlichen See. Dort steht
ein Anwesen mit zwei Windrädern...
Du schwimmst auf die Insel zu.";
"風の館で迷う
オヌシの姿が見えるぞ
困った時はオヌシに渡した
ヒントメガネを使うのじゃ";"I see...that you were lost in the
House of Gales!

I can see no further, but I'd suggest
using the Hint Glasses I gave you
to make your way through it.";"Je te vois, perdu dans les couloirs
de la demeure des vents.

Si tu ne sais plus quoi faire, porte les
lunettes occultes que je t'ai données.";"Ich seeehe... Ich seeehe...
Du stehst ratlos im Haus des Windes.
Du blickst durch die Hinweisbrille!";
"かじ屋から
ずっと北の山の麓に家が見えるぞ
訪ねてみてはどうじゃ？";"I see a house in the foothills of
the mountain, north of the Blacksmith.
Why not visit that house?";"Je vois une maison au pied de la
montagne, tout au nord de la forge.

Tu devrais y aller.";"Ich seeehe... Ich seeehe...
Ein Haus am Fuße des Bergs,
hoch im Norden.";
"かじ屋から
ずっと北の山の麓に家が見えるぞ
訪ねてみてはどうじゃ？";"I see a house in the foothills of
the mountain, north of the
Blacksmith.
Why not visit that house?";"Je vois une maison au pied de la
montagne, tout au nord de la forge.

Tu devrais y aller.";"Ich seeehe... Ich seeehe...
Ein Haus am Fuße des Bergs,
hoch im Norden.";
